group, algorithm, domain, instance, cost, generated, time, states for sec 
X, dfid, pancake16, "12 7 9 13 14 10 11 15 3 0 4 6 5 2 1 8", na, na, na, na
X, dfid, pancake16, "7 10 0 3 8 9 13 12 1 2 6 11 14 15 5 4", na, na, na, na
X, dfid, pancake16, "9 10 11 12 2 1 8 0 4 5 6 3 7 13 14 15", na, na, na, na
X, dfid, pancake16, "14 13 3 0 7 9 2 6 10 8 4 15 1 12 11 5", na, na, na, na
X, dfid, pancake16, "7 2 1 13 15 14 8 5 0 3 10 6 11 12 4 9", na, na, na, na
X, dfid, pancake16, "3 8 9 6 11 4 14 0 1 7 15 2 10 5 12 13", na, na, na, na
X, dfid, pancake16, "7 6 5 4 3 2 8 9 10 11 12 13 1 0 14 15", 2, 1232, 0.008561, 143908
X, dfid, pancake16, "11 10 1 2 3 12 15 13 4 5 6 7 8 9 0 14", na, na, na, na
X, dfid, pancake16, "3 2 1 0 6 7 8 9 10 11 12 13 4 5 14 15", 2, 2521, 0.019395, 129982
X, dfid, pancake16, "13 4 15 6 7 12 10 3 5 1 9 2 11 14 0 8", na, na, na, na
X, dfid, pancake16, "14 7 0 5 13 4 10 15 12 6 2 8 3 9 11 1", na, na, na, na
X, dfid, pancake16, "0 1 2 6 5 4 3 7 8 9 10 11 12 13 14 15", 2, 1331, 0.010034, 132649
X, dfid, pancake16, "12 3 2 1 0 6 7 8 9 4 11 10 5 13 14 15", na, na, na, na
X, dfid, pancake16, "14 12 10 15 13 5 4 3 6 11 8 7 0 1 2 9", na, na, na, na
X, dfid, pancake16, "6 7 8 9 10 12 13 3 2 11 14 15 5 4 1 0", na, na, na, na
X, dfid, pancake16, "13 12 6 10 7 9 4 1 2 15 8 11 0 5 3 14", na, na, na, na
X, dfid, pancake16, "3 2 1 0 4 5 11 10 9 8 7 6 12 13 14 15", 3, 11269, 0.081929, 137546
X, dfid, pancake16, "7 6 5 4 3 1 0 2 8 9 10 11 12 13 14 15", 2, 1523, 0.012336, 123460
X, dfid, pancake16, "10 9 8 7 6 5 4 3 11 2 0 1 12 13 14 15", 3, 22518, 0.160487, 140310
X, dfid, pancake16, "12 3 10 9 14 2 5 8 11 1 7 6 13 0 4 15", na, na, na, na
X, dfid, pancake16, "4 1 2 3 9 8 7 13 0 12 10 11 14 15 5 6", na, na, na, na
X, dfid, pancake16, "5 7 8 0 9 15 14 13 12 11 10 6 1 2 3 4", na, na, na, na
X, dfid, pancake16, "3 4 13 12 11 10 9 8 7 6 5 0 1 2 14 15", 3, 31622, 0.216526, 146043
X, dfid, pancake16, "12 13 14 11 10 9 8 7 6 5 4 3 2 1 0 15", 1, 44, 0.000371, 118598
X, dfid, pancake16, "6 3 2 1 0 7 8 9 10 11 12 13 14 15 5 4", 3, 41603, 0.285597, 145670
X, dfid, pancake16, "15 14 13 9 10 8 7 6 5 4 3 2 1 0 11 12", 3, 47078, 0.311957, 150912
X, dfid, pancake16, "12 9 10 5 6 4 1 0 2 11 13 7 8 3 14 15", na, na, na, na
X, dfid, pancake16, "11 10 9 8 7 6 5 12 13 15 14 4 3 2 1 0", 3, 19864, 0.14846, 133800
X, dfid, pancake16, "5 4 2 13 11 14 15 10 9 3 6 8 1 12 0 7", na, na, na, na
X, dfid, pancake16, "4 3 2 1 0 5 13 12 11 10 9 8 7 6 14 15", 3, 14677, 0.10649, 137825
X, dfid, pancake16, "6 5 4 3 0 1 2 7 8 9 10 11 12 13 14 15", 1, 93, 0.00075, 124000
X, dfid, pancake16, "2 3 6 4 14 12 13 10 5 15 1 7 0 8 9 11", na, na, na, na
X, dfid, pancake16, "4 5 6 3 2 1 0 14 9 10 11 12 13 8 7 15", 5, 1486581, 10.5795, 140515
X, dfid, pancake16, "6 7 8 9 10 11 12 13 14 5 4 3 0 1 2 15", 2, 1900, 0.014262, 133221
X, dfid, pancake16, "4 3 11 1 7 6 5 0 12 13 2 14 10 9 8 15", na, na, na, na
X, dfid, pancake16, "7 15 14 1 0 8 9 10 11 5 6 12 2 4 3 13", na, na, na, na
X, dfid, pancake16, "0 3 12 13 14 11 10 9 8 7 6 5 4 2 1 15", na, na, na, na
X, dfid, pancake16, "7 6 5 4 13 14 15 3 9 10 11 8 12 0 2 1", na, na, na, na
X, dfid, pancake16, "5 6 4 3 2 1 0 7 8 9 10 11 12 13 14 15", 1, 21, 0.000146, 143836
X, dfid, pancake16, "7 8 9 6 5 4 3 2 1 0 10 11 12 13 14 15", 1, 39, 0.000574, 67944.3
X, dfid, pancake16, "6 5 4 0 1 2 3 7 8 9 10 11 12 13 14 15", 1, 94, 0.000781, 120359
X, dfid, pancake16, "1 2 3 4 5 6 0 7 8 9 10 11 12 13 14 15", 1, 81, 0.00112, 72321.4
X, dfid, pancake16, "13 12 11 10 9 8 0 1 7 6 5 4 3 2 14 15", 2, 2839, 0.017252, 164561
X, dfid, pancake16, "15 14 6 7 8 9 10 11 3 0 2 1 12 13 4 5", na, na, na, na
X, dfid, pancake16, "4 7 14 0 10 15 8 11 9 6 3 1 13 2 5 12", na, na, na, na
X, dfid, pancake16, "14 9 10 2 15 13 6 8 1 5 4 7 11 12 3 0", na, na, na, na
X, dfid, pancake16, "0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15", na, na, na, na
X, dfid, pancake16, "13 14 0 8 5 6 2 11 12 7 3 1 9 10 15 4", na, na, na, na
X, dfid, pancake16, "10 9 8 0 1 2 3 4 5 6 7 11 12 13 14 15", 1, 158, 0.001173, 134697
X, dfid, pancake16, "14 13 6 11 12 1 5 7 8 2 3 4 0 9 10 15", na, na, na, na
X, dfid, pancake16, "0 1 2 3 4 5 12 13 11 10 9 8 7 6 14 15", 3, 40118, 0.278194, 144209
X, dfid, pancake16, "1 0 11 12 10 9 2 3 4 5 13 14 15 8 7 6", na, na, na, na
X, dfid, pancake16, "4 5 11 12 13 14 3 2 6 7 8 9 10 0 1 15", na, na, na, na
X, dfid, pancake16, "15 7 12 0 1 5 8 4 11 10 6 3 2 13 9 14", na, na, na, na
X, dfid, pancake16, "1 7 11 4 3 10 8 5 12 2 13 9 15 6 0 14", na, na, na, na
X, dfid, pancake16, "5 3 13 4 14 8 15 0 1 6 7 12 11 2 9 10", na, na, na, na
X, dfid, pancake16, "13 12 8 1 3 9 15 14 11 5 2 6 7 0 4 10", na, na, na, na
X, dfid, pancake16, "8 2 1 6 9 10 4 3 11 12 0 15 14 13 5 7", na, na, na, na
X, dfid, pancake16, "12 14 4 10 1 9 2 5 8 6 0 3 15 7 11 13", na, na, na, na
X, dfid, pancake16, "13 9 10 11 7 3 2 12 8 6 5 4 0 1 14 15", na, na, na, na
X, dfid, pancake16, "3 6 12 1 7 13 11 5 0 14 15 10 9 8 2 4", na, na, na, na
X, dfid, pancake16, "15 14 13 12 11 10 9 8 0 1 2 3 4 5 7 6", 2, 3201, 0.02267, 141200
X, dfid, pancake16, "5 6 7 8 4 3 2 1 0 9 10 11 12 13 14 15", 1, 53, 0.000458, 115721
X, dfid, pancake16, "1 2 3 13 14 12 4 0 5 6 7 8 9 10 11 15", na, na, na, na
X, dfid, pancake16, "0 1 2 3 4 5 8 9 10 11 12 13 7 6 14 15", 3, 40178, 0.292261, 137473
X, dfid, pancake16, "0 4 11 10 9 5 6 13 15 3 2 12 8 1 14 7", na, na, na, na
X, dfid, pancake16, "0 1 8 5 6 7 12 11 10 4 2 3 9 13 14 15", na, na, na, na
X, dfid, pancake16, "10 11 9 8 7 6 0 5 1 2 3 4 12 13 14 15", 4, 74731, 0.530261, 140932
X, dfid, pancake16, "8 10 6 12 3 14 15 9 4 13 7 0 11 2 1 5", na, na, na, na
X, dfid, pancake16, "5 9 14 8 2 6 4 3 7 13 12 10 11 15 1 0", na, na, na, na
X, dfid, pancake16, "13 14 12 0 1 4 7 8 11 10 9 3 2 6 5 15", na, na, na, na
X, dfid, pancake16, "12 11 10 9 8 4 3 2 1 0 5 6 7 13 14 15", 2, 2656, 0.017124, 155104
X, dfid, pancake16, "7 6 5 4 3 8 9 10 11 12 2 1 0 13 14 15", 2, 990, 0.011334, 87347.8
X, dfid, pancake16, "5 11 7 13 12 8 1 0 2 10 9 4 14 6 15 3", na, na, na, na
X, dfid, pancake16, "7 12 8 3 15 2 6 10 9 0 14 13 1 11 5 4", na, na, na, na
X, dfid, pancake16, "1 0 9 10 5 8 7 11 6 2 3 4 12 13 14 15", na, na, na, na
X, dfid, pancake16, "11 0 14 10 5 2 13 8 12 3 6 7 15 1 9 4", na, na, na, na
X, dfid, pancake16, "1 2 0 13 6 11 14 15 8 9 5 3 4 10 12 7", na, na, na, na
X, dfid, pancake16, "3 1 6 4 7 0 2 12 15 10 14 13 5 11 9 8", na, na, na, na
X, dfid, pancake16, "13 12 2 15 11 1 9 5 3 4 14 10 0 7 6 8", na, na, na, na
X, dfid, pancake16, "4 2 1 8 5 0 9 13 6 14 3 11 10 15 12 7", na, na, na, na
X, dfid, pancake16, "9 7 6 5 10 11 12 13 14 4 15 8 1 0 3 2", na, na, na, na
X, dfid, pancake16, "2 1 11 10 9 6 7 8 12 13 5 0 3 4 14 15", na, na, na, na
X, dfid, pancake16, "9 4 5 6 15 7 8 3 11 12 0 10 2 1 13 14", na, na, na, na
X, dfid, pancake16, "11 3 15 14 12 13 2 5 10 7 4 1 8 9 6 0", na, na, na, na
X, dfid, pancake16, "15 13 12 11 10 9 8 14 0 1 2 3 4 5 6 7", 3, 46418, 0.729091, 63665.6
X, dfid, pancake16, "12 11 10 9 8 7 6 0 1 2 3 4 5 13 14 15", 1, 186, 0.002653, 70109.3
X, dfid, pancake16, "11 8 5 4 7 0 2 1 14 10 12 15 6 13 3 9", na, na, na, na
X, dfid, pancake16, "7 6 5 4 3 2 1 0 8 9 10 11 12 13 14 15", 0, 7, 5e-05, 140000
X, dfid, pancake16, "6 2 7 8 9 10 11 5 4 0 1 3 12 13 14 15", 5, 1022801, 15.5934, 65592.1
X, dfid, pancake16, "11 10 9 8 0 1 2 3 7 6 5 4 12 13 14 15", 2, 2387, 0.041028, 58179.8
X, dfid, pancake16, "2 1 0 8 12 11 9 10 3 4 7 6 5 13 14 15", na, na, na, na
X, dfid, pancake16, "13 12 11 10 0 1 2 3 4 5 6 7 8 9 14 15", 1, 205, 0.003402, 60258.7
X, dfid, pancake16, "12 13 11 10 9 8 7 6 5 4 3 2 1 0 14 15", 1, 28, 0.000394, 71066
X, dfid, pancake16, "2 3 4 5 6 7 8 9 10 11 1 0 12 13 14 15", 1, 146, 0.001968, 74187
X, dfid, pancake16, "5 6 11 12 0 1 10 9 8 7 13 14 15 4 3 2", na, na, na, na
X, dfid, pancake16, "8 15 3 1 14 11 13 6 9 4 2 12 0 7 10 5", na, na, na, na
X, dfid, pancake16, "13 12 11 10 9 8 7 0 1 2 3 4 5 6 14 15", 1, 202, 0.001428, 141457
X, dfid, pancake16, "12 11 10 9 8 7 6 5 4 3 2 1 0 14 15 13", 2, 3192, 0.020205, 157981
X, dfid, pancake16, "7 3 4 5 6 8 9 10 11 12 13 14 2 1 0 15", 3, 12824, 0.064845, 197764
X, dfid, pancake16, "7 8 9 10 11 12 6 5 4 3 2 1 0 13 14 15", 1, 87, 0.000634, 137224
X, dfid, pancake16, "7 6 5 4 2 3 1 0 8 9 10 11 12 13 14 15", 3, 15260, 0.078495, 194407
X, dfid, pancake16, "8 12 14 13 0 2 7 6 4 9 11 3 15 5 1 10", na, na, na, na
X, dfid, pancake16, "15 14 13 12 11 0 1 2 3 4 5 6 7 8 9 10", 1, 236, 0.001299, 181678
X, dfid, pancake16, "6 7 8 9 10 11 12 5 0 4 3 2 1 13 14 15", 3, 20305, 0.114702, 177024
X, dfid, pancake16, "7 8 9 10 11 12 13 14 6 1 0 2 3 4 5 15", 3, 23709, 0.139741, 169664
X, dfid, pancake16, "12 5 4 3 2 11 10 9 8 7 6 1 0 13 14 15", 3, 14028, 0.083448, 168105
X, dfid, pancake16, "4 5 3 1 2 7 10 8 11 12 13 14 6 9 15 0", na, na, na, na
X, dfid, pancake16, "0 5 6 3 4 1 2 7 8 9 10 11 12 13 14 15", 4, 184035, 0.928301, 198249
X, dfid, pancake16, "8 7 6 2 1 0 3 4 5 14 9 13 12 11 10 15", na, na, na, na
X, dfid, pancake16, "11 12 13 14 15 10 9 8 0 1 5 4 6 7 3 2", na, na, na, na
X, dfid, pancake16, "1 2 3 4 5 6 7 8 9 0 10 11 12 13 14 15", 1, 129, 0.00078, 165385
X, dfid, pancake16, "2 3 4 5 6 7 8 12 11 10 9 1 0 13 14 15", 2, 2181, 0.013234, 164803
X, dfid, pancake16, "6 5 4 3 2 7 8 9 10 11 12 13 1 0 14 15", 2, 1021, 0.005737, 177968
X, dfid, pancake16, "0 1 2 3 4 5 6 11 12 8 9 10 7 13 14 15", na, na, na, na
X, dfid, pancake16, "7 5 4 3 2 1 0 8 9 6 10 11 12 13 14 15", 3, 25553, 0.142554, 179251
X, dfid, pancake16, "7 8 6 5 4 3 2 1 0 10 11 9 12 13 14 15", 3, 5238, 0.032366, 161836
X, dfid, pancake16, "15 5 11 2 12 7 6 13 8 4 3 14 9 10 0 1", na, na, na, na
X, dfid, pancake16, "4 5 6 7 8 0 1 9 10 3 2 11 12 13 14 15", 4, 361672, 2.0989, 172315
X, dfid, pancake16, "14 13 12 0 1 2 3 4 6 5 7 8 9 10 11 15", 4, 379919, 2.18086, 174206
X, dfid, pancake16, "4 5 6 7 8 9 10 11 12 3 2 1 0 13 14 15", 1, 132, 0.000897, 147157
X, dfid, pancake16, "6 0 11 5 9 14 10 3 12 15 7 8 2 13 4 1", na, na, na, na
X, dfid, pancake16, "15 14 13 0 1 2 3 4 12 11 10 9 8 7 6 5", 2, 3296, 0.018852, 174836
X, dfid, pancake16, "10 6 9 3 4 5 15 0 1 2 8 13 12 7 11 14", na, na, na, na
X, dfid, pancake16, "8 7 3 6 5 4 2 1 15 0 9 10 11 12 13 14", na, na, na, na
X, dfid, pancake16, "1 15 14 13 12 11 10 9 0 2 3 4 8 6 7 5", na, na, na, na
X, dfid, pancake16, "7 9 8 1 2 3 4 5 6 10 0 11 12 13 14 15", 5, 1261988, 6.44513, 195805
X, dfid, pancake16, "12 6 9 1 8 7 5 13 4 2 3 14 10 15 11 0", na, na, na, na
X, dfid, pancake16, "5 4 0 1 2 3 6 7 8 9 10 11 12 13 14 15", 1, 79, 0.000452, 174779
X, dfid, pancake16, "2 3 4 5 6 7 8 9 10 0 1 11 12 13 14 15", 2, 1839, 0.010951, 167930
X, dfid, pancake16, "7 9 0 4 1 15 2 3 13 6 14 5 10 11 12 8", na, na, na, na
X, dfid, pancake16, "3 6 4 5 0 10 9 8 7 2 1 11 12 13 14 15", na, na, na, na
X, dfid, pancake16, "4 7 5 10 0 6 12 15 1 2 3 13 11 14 8 9", na, na, na, na
X, dfid, pancake16, "10 15 6 3 1 2 0 7 8 4 9 12 13 14 11 5", na, na, na, na
X, dfid, pancake16, "11 10 2 1 0 12 13 14 6 5 4 3 15 9 7 8", na, na, na, na
X, dfid, pancake16, "13 14 12 11 10 9 0 1 2 8 7 6 5 4 3 15", 3, 6005, 0.036436, 164810
X, dfid, pancake16, "15 14 3 4 5 1 2 13 12 7 6 0 8 9 10 11", na, na, na, na
X, dfid, pancake16, "9 8 7 6 4 3 13 12 11 0 1 2 10 5 14 15", na, na, na, na
X, dfid, pancake16, "9 10 11 12 8 7 6 5 4 3 2 1 0 13 14 15", 1, 57, 0.000404, 141089
X, dfid, pancake16, "8 9 12 11 10 5 13 7 6 4 3 2 1 0 14 15", na, na, na, na
X, dfid, pancake16, "12 4 3 7 5 8 9 10 11 2 6 1 0 13 14 15", na, na, na, na
